#  Timestep    No_Moles    No_Specs   Si192O384         OH2
      17005           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      17010           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      17015           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      17020           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      17025           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      17030           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      17035           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      17040           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      17045           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      17050           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      17055           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      17060           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      17065           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      17070           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      17075           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      17080           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      17085           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      17090           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      17095           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      17100           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      17105           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
