#  Timestep    No_Moles    No_Specs   Si192O384
#  Timestep    No_Moles    No_Specs   Si192O384
       8475           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8480           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8485           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8490           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8495           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8500           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8505           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8510           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8515           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8520           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8525           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8530           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8535           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8540           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8545           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8550           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8555           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8560           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8565           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8570           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8575           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8580           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8585           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8590           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8595           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8600           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8605           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8610           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8615           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8620           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8625           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8630           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8635           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8640           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8645           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8650           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8655           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8660           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8665           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8670           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8675           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8680           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8685           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8690           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8695           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8700           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8705           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8710           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8715           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8720           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8725           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8730           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8735           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8740           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8745           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8750           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8755           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8760           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8765           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8770           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8775           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8780           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8785           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8790           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8795           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8800           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8805           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8810           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8815           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8820           1           1           1
