#  Timestep    No_Moles    No_Specs   Si192O384           H
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4730           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4735           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4740           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4745           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4750           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4755           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4760           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4765           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4770           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4775           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4780           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4785           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4790           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4795           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4800           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4805           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4810           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4815           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4820           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4825           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4830           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4835           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4840           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4845           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4850           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4855           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4860           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4865           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4870           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4875           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4880           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4885           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4890           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4895           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4900           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4905           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4910           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4915           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4920           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4925           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4930           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4935           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4940           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4945           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4950           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4955           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4960           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4965           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
